id,target
1450209,0.7752505001431461
1319328,0.6671596469335908
617654,0.6863875690603735
711090,0.6665412163877906
1136389,0.6135275146808804
659235,0.6839835964654015
853212,0.6778454543536376
450126,0.6692891048095754
815576,0.6724442271993119
548261,0.672801210719065
834751,0.7175902157560695
863935,0.7283754885208936
1170858,0.644830341458384
990638,0.6547841868961171
1095913,0.675578391089884
1378271,0.8491399861300166
1306036,0.6190140114124465
680568,0.6649173147517952
1046386,0.7012057417850003
1341959,0.6608360720960549
1226142,0.6052166951374868
275174,0.6600106172686787
1485334,0.6764121659603969
546894,0.7814395162667981
322425,0.707854847032553
1462224,0.6658728920405937
1269305,0.6899995530531815
797498,0.6398821683695546
187417,0.6751331302158085
926460,0.7044367998887222
1076762,0.6551375152494824
275092,0.6809228362736004
1103998,0.6432928770839866
107437,0.7727495161213084
493981,0.6807035352483238
704176,0.7277066319674244
1223916,0.6828128969352867
1046825,0.6507746920228236
681377,0.7574789516378105
227018,0.6966029245435251
565024,0.6070361213342479
710097,0.7275170031253753
860901,0.6943457240606248
902088,0.7968156911518604
999826,0.6419016550188494
346289,0.6571216637153527
490777,0.7496076152060357
1198238,0.6723935996613021
1196983,0.6741536739115371
1150087,0.7106468478238
271462,0.6478574011615297
1238491,0.667072524051538
1482713,0.693560481937161
1064841,0.6796432819009965
499757,0.679983750332645
1187569,0.6898088545423415
942984,0.6853901080526249
341255,0.661597393928856
250685,0.6506123898781456
592658,0.6547841868961171
866354,0.6888400359236933
1222869,0.7126513668742477
247677,0.6626759359916737
782284,0.6751950648745728
1161576,0.6741973654091382
39904,0.6870812824473047
669497,0.6779326115374132
265176,0.6342272985130979
545999,0.6277023500004011
757988,0.7201761114467746
1264160,0.6471983521680581
89521,0.69604486392403
1261126,0.6428821089509339
1328056,0.7460304025715921
1386240,0.688959790740914
1385690,0.7029796167906164
520378,0.7100978321540266
324605,0.6325204579613057
721702,0.703271230918931
1130984,0.7025157479566003
1001924,0.6506501543115368
1126654,0.705823842975129
1246268,0.6642391929541078
1303985,0.697529569697155
1307747,0.673119437676409
1287654,0.7174509543595506
1244724,0.7268559047444965
